"prolific_pid","question_observed","success_observed","time_observed","question_evaluated","human_evaluation","total_score","condition_label","observed_q_perceived_difficulty","observed_q_perceived_difficulty_indiv","observed_q_objective_difficulty"
"646d380eee9fe3fcc1d147f2","2_2",1,0,"1_5","0",11,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"646d380eee9fe3fcc1d147f2","2_5",1,0,"1_1","1",11,"2.5_right_slow",0.760870712401055,0.85,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",1,0,"1_2","1",11,"2.5_right_slow",0.760870712401055,0.85,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",1,0,"1_3","1",11,"2.5_right_slow",0.760870712401055,0.85,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",1,0,"1_4","1",11,"2.5_right_slow",0.760870712401055,0.85,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",1,0,"1_5","1",11,"2.5_right_slow",0.760870712401055,0.85,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_1",0,0,"1_1","0",11,"2.1_wrong_slow",0.396726726726727,0.35,0.234463276836158
"646d380eee9fe3fcc1d147f2","2_1",0,0,"1_2","0",11,"2.1_wrong_slow",0.396726726726727,0.35,0.234463276836158
"646d380eee9fe3fcc1d147f2","2_1",0,0,"1_3","0",11,"2.1_wrong_slow",0.396726726726727,0.35,0.234463276836158
"646d380eee9fe3fcc1d147f2","2_1",0,0,"1_4","0",11,"2.1_wrong_slow",0.396726726726727,0.35,0.234463276836158
"646d380eee9fe3fcc1d147f2","2_1",0,0,"1_5","0",11,"2.1_wrong_slow",0.396726726726727,0.35,0.234463276836158
"646d380eee9fe3fcc1d147f2","2_5",0,1,"1_1","1",11,"2.5_wrong_fast",0.760870712401055,0.95,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",0,1,"1_2","0",11,"2.5_wrong_fast",0.760870712401055,0.95,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",0,1,"1_3","0",11,"2.5_wrong_fast",0.760870712401055,0.95,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",0,1,"1_4","1",11,"2.5_wrong_fast",0.760870712401055,0.95,0.915254237288136
"646d380eee9fe3fcc1d147f2","2_5",0,1,"1_5","0",11,"2.5_wrong_fast",0.760870712401055,0.95,0.915254237288136
"6500a6309a82e5f2bda12731","2_2",1,0,"1_1","1",10,"2.2_right_slow",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,0,"1_2","1",10,"2.2_right_slow",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,0,"1_3","1",10,"2.2_right_slow",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,0,"1_4","1",10,"2.2_right_slow",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,0,"1_5","0",10,"2.2_right_slow",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_4",1,0,"1_1","1",10,"2.4_right_slow",0.518938053097345,0.29,0.675141242937853
"6500a6309a82e5f2bda12731","2_4",1,0,"1_2","1",10,"2.4_right_slow",0.518938053097345,0.29,0.675141242937853
"6500a6309a82e5f2bda12731","2_4",1,0,"1_3","1",10,"2.4_right_slow",0.518938053097345,0.29,0.675141242937853
"6500a6309a82e5f2bda12731","2_4",1,0,"1_4","1",10,"2.4_right_slow",0.518938053097345,0.29,0.675141242937853
"6500a6309a82e5f2bda12731","2_4",1,0,"1_5","0",10,"2.4_right_slow",0.518938053097345,0.29,0.675141242937853
"6500a6309a82e5f2bda12731","2_1",0,0,"1_1","0",10,"2.1_wrong_slow",0.396726726726727,0.23,0.234463276836158
"6500a6309a82e5f2bda12731","2_1",0,0,"1_2","0",10,"2.1_wrong_slow",0.396726726726727,0.23,0.234463276836158
"6500a6309a82e5f2bda12731","2_1",0,0,"1_3","0",10,"2.1_wrong_slow",0.396726726726727,0.23,0.234463276836158
"6500a6309a82e5f2bda12731","2_1",0,0,"1_4","0",10,"2.1_wrong_slow",0.396726726726727,0.23,0.234463276836158
"6500a6309a82e5f2bda12731","2_1",0,0,"1_5","0",10,"2.1_wrong_slow",0.396726726726727,0.23,0.234463276836158
"6500a6309a82e5f2bda12731","2_5",0,0,"1_1","1",10,"2.5_wrong_slow",0.760870712401055,0.93,0.915254237288136
"6500a6309a82e5f2bda12731","2_5",0,0,"1_2","1",10,"2.5_wrong_slow",0.760870712401055,0.93,0.915254237288136
"6500a6309a82e5f2bda12731","2_5",0,0,"1_3","0",10,"2.5_wrong_slow",0.760870712401055,0.93,0.915254237288136
"6500a6309a82e5f2bda12731","2_5",0,0,"1_4","0",10,"2.5_wrong_slow",0.760870712401055,0.93,0.915254237288136
"6500a6309a82e5f2bda12731","2_5",0,0,"1_5","0",10,"2.5_wrong_slow",0.760870712401055,0.93,0.915254237288136
"6500a6309a82e5f2bda12731","2_2",1,1,"1_1","1",10,"2.2_right_fast",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,1,"1_2","1",10,"2.2_right_fast",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,1,"1_3","1",10,"2.2_right_fast",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,1,"1_4","1",10,"2.2_right_fast",0.566398891966759,0.35,0.536723163841808
"6500a6309a82e5f2bda12731","2_2",1,1,"1_5","0",10,"2.2_right_fast",0.566398891966759,0.35,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_1",0,0,"1_1","0",15,"2.1_wrong_slow",0.396726726726727,0.07,0.234463276836158
"650d9e7cc7ca0c04a4530515","2_1",0,0,"1_2","0",15,"2.1_wrong_slow",0.396726726726727,0.07,0.234463276836158
"650d9e7cc7ca0c04a4530515","2_1",0,0,"1_3","0",15,"2.1_wrong_slow",0.396726726726727,0.07,0.234463276836158
"650d9e7cc7ca0c04a4530515","2_1",0,0,"1_4","0",15,"2.1_wrong_slow",0.396726726726727,0.07,0.234463276836158
"650d9e7cc7ca0c04a4530515","2_1",0,0,"1_5","0",15,"2.1_wrong_slow",0.396726726726727,0.07,0.234463276836158
"650d9e7cc7ca0c04a4530515","2_2",1,1,"1_1","1",15,"2.2_right_fast",0.566398891966759,0.64,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_2",1,1,"1_2","1",15,"2.2_right_fast",0.566398891966759,0.64,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_2",1,1,"1_3","1",15,"2.2_right_fast",0.566398891966759,0.64,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_2",1,1,"1_4","1",15,"2.2_right_fast",0.566398891966759,0.64,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_2",1,1,"1_5","0",15,"2.2_right_fast",0.566398891966759,0.64,0.536723163841808
"650d9e7cc7ca0c04a4530515","2_4",1,1,"1_1","1",15,"2.4_right_fast",0.518938053097345,0.74,0.675141242937853
"650d9e7cc7ca0c04a4530515","2_4",1,1,"1_2","1",15,"2.4_right_fast",0.518938053097345,0.74,0.675141242937853
"650d9e7cc7ca0c04a4530515","2_4",1,1,"1_3","1",15,"2.4_right_fast",0.518938053097345,0.74,0.675141242937853
"650d9e7cc7ca0c04a4530515","2_4",1,1,"1_4","1",15,"2.4_right_fast",0.518938053097345,0.74,0.675141242937853
"650d9e7cc7ca0c04a4530515","2_4",1,1,"1_5","1",15,"2.4_right_fast",0.518938053097345,0.74,0.675141242937853
"650d9e7cc7ca0c04a4530515","2_5",1,1,"1_1","1",15,"2.5_right_fast",0.760870712401055,0.3,0.915254237288136
"650d9e7cc7ca0c04a4530515","2_5",1,1,"1_2","1",15,"2.5_right_fast",0.760870712401055,0.3,0.915254237288136
"650d9e7cc7ca0c04a4530515","2_5",1,1,"1_3","1",15,"2.5_right_fast",0.760870712401055,0.3,0.915254237288136
"650d9e7cc7ca0c04a4530515","2_5",1,1,"1_4","1",15,"2.5_right_fast",0.760870712401055,0.3,0.915254237288136
"650d9e7cc7ca0c04a4530515","2_5",1,1,"1_5","1",15,"2.5_right_fast",0.760870712401055,0.3,0.915254237288136
"650d9e7cc7ca0c04a4530515","2_3",0,1,"1_1","1",15,"2.3_wrong_fast",0.577430167597765,0.27,0.446327683615819
"650d9e7cc7ca0c04a4530515","2_3",0,1,"1_2","1",15,"2.3_wrong_fast",0.577430167597765,0.27,0.446327683615819
"650d9e7cc7ca0c04a4530515","2_3",0,1,"1_3","0",15,"2.3_wrong_fast",0.577430167597765,0.27,0.446327683615819
"650d9e7cc7ca0c04a4530515","2_3",0,1,"1_4","0",15,"2.3_wrong_fast",0.577430167597765,0.27,0.446327683615819
"650d9e7cc7ca0c04a4530515","2_3",0,1,"1_5","0",15,"2.3_wrong_fast",0.577430167597765,0.27,0.446327683615819
"65254790f0aa171541706462","2_3",1,0,"1_1","1",11,"2.3_right_slow",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,0,"1_2","1",11,"2.3_right_slow",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,0,"1_3","1",11,"2.3_right_slow",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,0,"1_4","1",11,"2.3_right_slow",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,0,"1_5","0",11,"2.3_right_slow",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_5",1,0,"1_1","1",11,"2.5_right_slow",0.760870712401055,0.9,0.915254237288136
"65254790f0aa171541706462","2_5",1,0,"1_2","1",11,"2.5_right_slow",0.760870712401055,0.9,0.915254237288136
"65254790f0aa171541706462","2_5",1,0,"1_3","1",11,"2.5_right_slow",0.760870712401055,0.9,0.915254237288136
"65254790f0aa171541706462","2_5",1,0,"1_4","1",11,"2.5_right_slow",0.760870712401055,0.9,0.915254237288136
"65254790f0aa171541706462","2_5",1,0,"1_5","1",11,"2.5_right_slow",0.760870712401055,0.9,0.915254237288136
"65254790f0aa171541706462","2_3",1,1,"1_1","1",11,"2.3_right_fast",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,1,"1_2","1",11,"2.3_right_fast",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,1,"1_3","1",11,"2.3_right_fast",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,1,"1_4","1",11,"2.3_right_fast",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_3",1,1,"1_5","0",11,"2.3_right_fast",0.577430167597765,0.8,0.446327683615819
"65254790f0aa171541706462","2_1",0,1,"1_1","1",11,"2.1_wrong_fast",0.396726726726727,0.85,0.234463276836158
"65254790f0aa171541706462","2_1",0,1,"1_2","1",11,"2.1_wrong_fast",0.396726726726727,0.85,0.234463276836158
"65254790f0aa171541706462","2_1",0,1,"1_3","0",11,"2.1_wrong_fast",0.396726726726727,0.85,0.234463276836158
"65254790f0aa171541706462","2_1",0,1,"1_4","0",11,"2.1_wrong_fast",0.396726726726727,0.85,0.234463276836158
"65254790f0aa171541706462","2_1",0,1,"1_5","0",11,"2.1_wrong_fast",0.396726726726727,0.85,0.234463276836158
"65254790f0aa171541706462","2_3",0,1,"1_1","1",11,"2.3_wrong_fast",0.577430167597765,0.85,0.446327683615819
"65254790f0aa171541706462","2_3",0,1,"1_2","0",11,"2.3_wrong_fast",0.577430167597765,0.85,0.446327683615819
"65254790f0aa171541706462","2_3",0,1,"1_3","0",11,"2.3_wrong_fast",0.577430167597765,0.85,0.446327683615819
"65254790f0aa171541706462","2_3",0,1,"1_4","1",11,"2.3_wrong_fast",0.577430167597765,0.85,0.446327683615819
"65254790f0aa171541706462","2_3",0,1,"1_5","0",11,"2.3_wrong_fast",0.577430167597765,0.85,0.446327683615819
"652809036a4ca0c161cda6e7","2_5",1,0,"1_1","1",4,"2.5_right_slow",0.760870712401055,0.4,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,0,"1_2","1",4,"2.5_right_slow",0.760870712401055,0.4,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,0,"1_3","1",4,"2.5_right_slow",0.760870712401055,0.4,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,0,"1_4","1",4,"2.5_right_slow",0.760870712401055,0.4,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,0,"1_5","1",4,"2.5_right_slow",0.760870712401055,0.4,0.915254237288136
"652809036a4ca0c161cda6e7","2_2",0,0,"1_1","1",4,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"652809036a4ca0c161cda6e7","2_2",0,0,"1_2","0",4,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"652809036a4ca0c161cda6e7","2_2",0,0,"1_3","1",4,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"652809036a4ca0c161cda6e7","2_2",0,0,"1_4","0",4,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"652809036a4ca0c161cda6e7","2_2",0,0,"1_5","0",4,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"652809036a4ca0c161cda6e7","2_3",1,1,"1_1","1",4,"2.3_right_fast",0.577430167597765,0.2,0.446327683615819
"652809036a4ca0c161cda6e7","2_3",1,1,"1_2","1",4,"2.3_right_fast",0.577430167597765,0.2,0.446327683615819
"652809036a4ca0c161cda6e7","2_3",1,1,"1_3","1",4,"2.3_right_fast",0.577430167597765,0.2,0.446327683615819
"652809036a4ca0c161cda6e7","2_3",1,1,"1_4","1",4,"2.3_right_fast",0.577430167597765,0.2,0.446327683615819
"652809036a4ca0c161cda6e7","2_3",1,1,"1_5","0",4,"2.3_right_fast",0.577430167597765,0.2,0.446327683615819
"652809036a4ca0c161cda6e7","2_4",1,1,"1_1","1",4,"2.4_right_fast",0.518938053097345,0.8,0.675141242937853
"652809036a4ca0c161cda6e7","2_4",1,1,"1_2","1",4,"2.4_right_fast",0.518938053097345,0.8,0.675141242937853
"652809036a4ca0c161cda6e7","2_4",1,1,"1_3","1",4,"2.4_right_fast",0.518938053097345,0.8,0.675141242937853
"652809036a4ca0c161cda6e7","2_4",1,1,"1_4","1",4,"2.4_right_fast",0.518938053097345,0.8,0.675141242937853
"652809036a4ca0c161cda6e7","2_4",1,1,"1_5","1",4,"2.4_right_fast",0.518938053097345,0.8,0.675141242937853
"652809036a4ca0c161cda6e7","2_5",1,1,"1_1","1",4,"2.5_right_fast",0.760870712401055,0.85,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,1,"1_2","1",4,"2.5_right_fast",0.760870712401055,0.85,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,1,"1_3","1",4,"2.5_right_fast",0.760870712401055,0.85,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,1,"1_4","1",4,"2.5_right_fast",0.760870712401055,0.85,0.915254237288136
"652809036a4ca0c161cda6e7","2_5",1,1,"1_5","1",4,"2.5_right_fast",0.760870712401055,0.85,0.915254237288136
"6530fed5b3281d288757fca9","2_1",1,0,"1_1","1",6,"2.1_right_slow",0.396726726726727,0.2,0.234463276836158
"6530fed5b3281d288757fca9","2_1",1,0,"1_2","0",6,"2.1_right_slow",0.396726726726727,0.2,0.234463276836158
"6530fed5b3281d288757fca9","2_1",1,0,"1_3","1",6,"2.1_right_slow",0.396726726726727,0.2,0.234463276836158
"6530fed5b3281d288757fca9","2_1",1,0,"1_4","1",6,"2.1_right_slow",0.396726726726727,0.2,0.234463276836158
"6530fed5b3281d288757fca9","2_1",1,0,"1_5","0",6,"2.1_right_slow",0.396726726726727,0.2,0.234463276836158
"6530fed5b3281d288757fca9","2_2",1,0,"1_1","1",6,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"6530fed5b3281d288757fca9","2_2",1,0,"1_2","1",6,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"6530fed5b3281d288757fca9","2_2",1,0,"1_3","1",6,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"6530fed5b3281d288757fca9","2_2",1,0,"1_4","1",6,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"6530fed5b3281d288757fca9","2_2",1,0,"1_5","0",6,"2.2_right_slow",0.566398891966759,0.4,0.536723163841808
"6530fed5b3281d288757fca9","2_3",1,0,"1_1","1",6,"2.3_right_slow",0.577430167597765,0.3,0.446327683615819
"6530fed5b3281d288757fca9","2_3",1,0,"1_2","1",6,"2.3_right_slow",0.577430167597765,0.3,0.446327683615819
"6530fed5b3281d288757fca9","2_3",1,0,"1_3","1",6,"2.3_right_slow",0.577430167597765,0.3,0.446327683615819
"6530fed5b3281d288757fca9","2_3",1,0,"1_4","1",6,"2.3_right_slow",0.577430167597765,0.3,0.446327683615819
"6530fed5b3281d288757fca9","2_3",1,0,"1_5","0",6,"2.3_right_slow",0.577430167597765,0.3,0.446327683615819
"6530fed5b3281d288757fca9","2_2",0,0,"1_1","1",6,"2.2_wrong_slow",0.566398891966759,0.65,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,0,"1_2","0",6,"2.2_wrong_slow",0.566398891966759,0.65,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,0,"1_3","1",6,"2.2_wrong_slow",0.566398891966759,0.65,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,0,"1_4","1",6,"2.2_wrong_slow",0.566398891966759,0.65,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,0,"1_5","0",6,"2.2_wrong_slow",0.566398891966759,0.65,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,1,"1_1","1",6,"2.2_wrong_fast",0.566398891966759,0.85,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,1,"1_2","0",6,"2.2_wrong_fast",0.566398891966759,0.85,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,1,"1_3","0",6,"2.2_wrong_fast",0.566398891966759,0.85,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,1,"1_4","1",6,"2.2_wrong_fast",0.566398891966759,0.85,0.536723163841808
"6530fed5b3281d288757fca9","2_2",0,1,"1_5","0",6,"2.2_wrong_fast",0.566398891966759,0.85,0.536723163841808
"65352328ddb089d098ab5d36","2_4",1,0,"1_1","1",7,"2.4_right_slow",0.518938053097345,0.2,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,0,"1_2","0",7,"2.4_right_slow",0.518938053097345,0.2,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,0,"1_3","0",7,"2.4_right_slow",0.518938053097345,0.2,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,0,"1_4","1",7,"2.4_right_slow",0.518938053097345,0.2,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,0,"1_5","0",7,"2.4_right_slow",0.518938053097345,0.2,0.675141242937853
"65352328ddb089d098ab5d36","2_2",1,1,"1_1","1",7,"2.2_right_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",1,1,"1_2","1",7,"2.2_right_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",1,1,"1_3","1",7,"2.2_right_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",1,1,"1_4","1",7,"2.2_right_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",1,1,"1_5","0",7,"2.2_right_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_4",1,1,"1_1","1",7,"2.4_right_fast",0.518938053097345,0.3,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,1,"1_2","1",7,"2.4_right_fast",0.518938053097345,0.3,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,1,"1_3","1",7,"2.4_right_fast",0.518938053097345,0.3,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,1,"1_4","1",7,"2.4_right_fast",0.518938053097345,0.3,0.675141242937853
"65352328ddb089d098ab5d36","2_4",1,1,"1_5","0",7,"2.4_right_fast",0.518938053097345,0.3,0.675141242937853
"65352328ddb089d098ab5d36","2_2",0,1,"1_1","1",7,"2.2_wrong_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",0,1,"1_2","0",7,"2.2_wrong_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",0,1,"1_3","0",7,"2.2_wrong_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",0,1,"1_4","1",7,"2.2_wrong_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_2",0,1,"1_5","0",7,"2.2_wrong_fast",0.566398891966759,0.7,0.536723163841808
"65352328ddb089d098ab5d36","2_5",0,1,"1_1","1",7,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"65352328ddb089d098ab5d36","2_5",0,1,"1_2","0",7,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"65352328ddb089d098ab5d36","2_5",0,1,"1_3","1",7,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"65352328ddb089d098ab5d36","2_5",0,1,"1_4","1",7,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"65352328ddb089d098ab5d36","2_5",0,1,"1_5","0",7,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"6537fbfa80bf977dd6954d58","2_3",1,0,"1_1","1",2,"2.3_right_slow",0.577430167597765,0.2,0.446327683615819
"6537fbfa80bf977dd6954d58","2_3",1,0,"1_2","1",2,"2.3_right_slow",0.577430167597765,0.2,0.446327683615819
"6537fbfa80bf977dd6954d58","2_3",1,0,"1_3","1",2,"2.3_right_slow",0.577430167597765,0.2,0.446327683615819
"6537fbfa80bf977dd6954d58","2_3",1,0,"1_4","1",2,"2.3_right_slow",0.577430167597765,0.2,0.446327683615819
"6537fbfa80bf977dd6954d58","2_3",1,0,"1_5","0",2,"2.3_right_slow",0.577430167597765,0.2,0.446327683615819
"6537fbfa80bf977dd6954d58","2_2",0,0,"1_1","1",2,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"6537fbfa80bf977dd6954d58","2_2",0,0,"1_2","1",2,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"6537fbfa80bf977dd6954d58","2_2",0,0,"1_3","1",2,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"6537fbfa80bf977dd6954d58","2_2",0,0,"1_4","0",2,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"6537fbfa80bf977dd6954d58","2_2",0,0,"1_5","0",2,"2.2_wrong_slow",0.566398891966759,0.15,0.536723163841808
"6537fbfa80bf977dd6954d58","2_5",0,0,"1_1","1",2,"2.5_wrong_slow",0.760870712401055,0.7,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",0,0,"1_2","1",2,"2.5_wrong_slow",0.760870712401055,0.7,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",0,0,"1_3","1",2,"2.5_wrong_slow",0.760870712401055,0.7,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",0,0,"1_4","0",2,"2.5_wrong_slow",0.760870712401055,0.7,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",0,0,"1_5","0",2,"2.5_wrong_slow",0.760870712401055,0.7,0.915254237288136
"6537fbfa80bf977dd6954d58","2_1",1,1,"1_1","1",2,"2.1_right_fast",0.396726726726727,0.1,0.234463276836158
"6537fbfa80bf977dd6954d58","2_1",1,1,"1_2","1",2,"2.1_right_fast",0.396726726726727,0.1,0.234463276836158
"6537fbfa80bf977dd6954d58","2_1",1,1,"1_3","1",2,"2.1_right_fast",0.396726726726727,0.1,0.234463276836158
"6537fbfa80bf977dd6954d58","2_1",1,1,"1_4","1",2,"2.1_right_fast",0.396726726726727,0.1,0.234463276836158
"6537fbfa80bf977dd6954d58","2_1",1,1,"1_5","0",2,"2.1_right_fast",0.396726726726727,0.1,0.234463276836158
"6537fbfa80bf977dd6954d58","2_5",1,1,"1_1","1",2,"2.5_right_fast",0.760870712401055,0.8,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",1,1,"1_2","1",2,"2.5_right_fast",0.760870712401055,0.8,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",1,1,"1_3","1",2,"2.5_right_fast",0.760870712401055,0.8,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",1,1,"1_4","0",2,"2.5_right_fast",0.760870712401055,0.8,0.915254237288136
"6537fbfa80bf977dd6954d58","2_5",1,1,"1_5","0",2,"2.5_right_fast",0.760870712401055,0.8,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",0,0,"1_1","1",6,"2.5_wrong_slow",0.760870712401055,0.5,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",0,0,"1_2","1",6,"2.5_wrong_slow",0.760870712401055,0.5,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",0,0,"1_3","1",6,"2.5_wrong_slow",0.760870712401055,0.5,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",0,0,"1_4","1",6,"2.5_wrong_slow",0.760870712401055,0.5,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",0,0,"1_5","0",6,"2.5_wrong_slow",0.760870712401055,0.5,0.915254237288136
"654180b5d949b32a76c3b5fe","2_3",1,1,"1_1","1",6,"2.3_right_fast",0.577430167597765,0.22,0.446327683615819
"654180b5d949b32a76c3b5fe","2_3",1,1,"1_2","1",6,"2.3_right_fast",0.577430167597765,0.22,0.446327683615819
"654180b5d949b32a76c3b5fe","2_3",1,1,"1_3","1",6,"2.3_right_fast",0.577430167597765,0.22,0.446327683615819
"654180b5d949b32a76c3b5fe","2_3",1,1,"1_4","1",6,"2.3_right_fast",0.577430167597765,0.22,0.446327683615819
"654180b5d949b32a76c3b5fe","2_3",1,1,"1_5","1",6,"2.3_right_fast",0.577430167597765,0.22,0.446327683615819
"654180b5d949b32a76c3b5fe","2_5",1,1,"1_1","1",6,"2.5_right_fast",0.760870712401055,0.61,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",1,1,"1_2","1",6,"2.5_right_fast",0.760870712401055,0.61,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",1,1,"1_3","1",6,"2.5_right_fast",0.760870712401055,0.61,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",1,1,"1_4","1",6,"2.5_right_fast",0.760870712401055,0.61,0.915254237288136
"654180b5d949b32a76c3b5fe","2_5",1,1,"1_5","0",6,"2.5_right_fast",0.760870712401055,0.61,0.915254237288136
"654180b5d949b32a76c3b5fe","2_2",0,1,"1_1","1",6,"2.2_wrong_fast",0.566398891966759,0.29,0.536723163841808
"654180b5d949b32a76c3b5fe","2_2",0,1,"1_2","1",6,"2.2_wrong_fast",0.566398891966759,0.29,0.536723163841808
"654180b5d949b32a76c3b5fe","2_2",0,1,"1_3","1",6,"2.2_wrong_fast",0.566398891966759,0.29,0.536723163841808
"654180b5d949b32a76c3b5fe","2_2",0,1,"1_4","1",6,"2.2_wrong_fast",0.566398891966759,0.29,0.536723163841808
"654180b5d949b32a76c3b5fe","2_2",0,1,"1_5","0",6,"2.2_wrong_fast",0.566398891966759,0.29,0.536723163841808
"654180b5d949b32a76c3b5fe","2_4",0,1,"1_1","1",6,"2.4_wrong_fast",0.518938053097345,0.24,0.675141242937853
"654180b5d949b32a76c3b5fe","2_4",0,1,"1_2","1",6,"2.4_wrong_fast",0.518938053097345,0.24,0.675141242937853
"654180b5d949b32a76c3b5fe","2_4",0,1,"1_3","1",6,"2.4_wrong_fast",0.518938053097345,0.24,0.675141242937853
